claim,claim_en,verdict,train_mask,val_mask,test_mask
صحيفة ذا واشنطن تايمز نشرت خبر فوز آل غور على جورج بوش في الانتخابات الأميركية عام 2000.,The Washington Times published the news of Al Gore's victory over George Bush in the 2000 US elections.,misinformation,True,False,False
وفاة الشاب خالد ملك الراي الجزائريّ في أحد مشافي العاصمة الفرنسية باريس بعد إصابته بفايروس كورونا المستجد (كوفيد-19).,"The death of the Algerian Cheb Khaled King of Rai in a hospital in the French capital, Paris, after contracting the emerging corona virus (Covid-19).",misinformation,True,False,False
وزير الصحة الفرنسي السابق: فايروس كورونا المستجد سلاحٌ بيولوجيٌ ينتشر عبر الهواء وليس بالتلامس.,"Former French Minister of Health: The new Corona virus is a biological weapon that spreads through the air, not by contact.",misinformation,True,False,False
صورة جماعية لباحثين ومستكشفي لقاح فايروس كورونا المستجدّ (كوفيد-19) من بعض الدول من بينها الجزائر.,"A group photo of researchers and explorers of the novel coronavirus (Covid-19) vaccine from some countries, including Algeria.",misinformation,True,False,False
الصين تُعلن عن دواء قادر على وقف عدوى كورونا.,China announces a drug that can stop Corona infection.,misinformation,True,False,False
بكين تعلن التوصُّل لدواء مضاد لفيروس كورونا.,Beijing announces the discovery of an anti-coronavirus drug.,misinformation,True,False,False
فيديو يصوّر اضطهاد المسلمين في الهند.,Video depicting persecution of Muslims in India.,misinformation,True,False,False
"Segundo médicos de UTI e órgão da saúde, coronavírus começa a perder força","According to ICU doctors and health agency, coronavirus begins to lose strength",misinformation,True,False,False
صرّح الطبيب الإيطالي، ألبرتو زانغريلو، إن فايروس كورونا المستجد بدأ يفقد قوّته وأصبح أقل فتكاً.,"The Italian doctor, Alberto Zangrillo, said that the emerging corona virus is losing its strength and has become less lethal.",misinformation,True,False,False
"وصف البابا فرانسيس الاحتفال بعيد الميلاد بــ ""الجاهلية""، واعتبره حكاية خرافية لا وجود لها في الإنجيل.","Pope Francis described the celebration of Christmas as ""ignorant"", and considered it a fairy tale that does not exist in the Bible.",misinformation,True,False,False
فيديو يُظهر مشاهد لقصف صاروخي يستهدف السفارة الأميركية في العراق.,A video showing scenes of a missile attack targeting the US Embassy in Iraq.,misinformation,False,False,True
صورة تُظهر مؤيدي ترامب أمام البيت الأبيض في العاصمة واشنطن.,"Photo showing Trump supporters in front of the White House in Washington, DC.",misinformation,False,False,True
ناصر الخليفي: ما زلت عند وعدي، إنْ حقق باريس سان جيرمان لقب دوري أبطال أوروبا هذا الموسم، فإنني سأقوم بفتح كافة قنوات بي إن مجاناً لمدة عام كامل.,"Nasser Al-Khelaifi: I still keep my promise, if Paris Saint-Germain wins the Champions League this season, I will open all beIN channels for free for a whole year.",misinformation,True,False,False
وفق وكالات عالمية، انفجار بيروت هو ثاني أكبر انفجار في العالم بعد هيروشيما.,"According to international agencies, the Beirut explosion is the second largest in the world after Hiroshima.",misinformation,False,False,True
صور لاحتراق سفارة الإمارات العربية المتحدة في طرابلس بعد الإعلان الرسمي للتطبيع بين الإمارات ودولة الاحتلال.,Pictures of the burning of the UAE embassy in Tripoli after the official announcement of normalization between the Emirates and the occupying power.,misinformation,False,True,False
"17 إصابة بفايروس كورونا ""كوفيد19"" في قطاع غزة.","17 cases of coronavirus ""Covid 19"" in the Gaza Strip.",misinformation,True,False,False
طائرة شركة العال الإسرائيلية التي انطلقت مباشرة لأول مرة من تل أبيب إلى الرباط مرت من فوق المجال الجوي الجزائري.,The Israeli El Al plane that flew directly from Tel Aviv to Rabat for the first time passed over Algerian airspace.,misinformation,False,False,True
تسجيل أول إصابة بمرض كاواساكي لدى طفل في الجزائر، وهو يُعتبر امتداد لفايروس كورونا.,"The first case of Kawasaki disease was recorded in a child in Algeria, which is considered an extension of the Corona virus.",misinformation,True,False,False
"إصابة ابن الرئيس الأميركي دونالد ترامب بفايروس كورونا ""كوفيد_19"".",The son of US President Donald Trump has been infected with the Corona virus “Covid-19”.,misinformation,True,False,False
لقطات أخري للانفجار الضخم الذي وقع في طهران بمعسكر للحرس الثوري.,Other snapshots of the huge explosion that took place in Tehran at a Revolutionary Guard camp.,misinformation,False,False,True
أول ظهور للرئيس الأميركي الجديد جو بايدن بعد استلامه الرئاسة، ويضع خارطة العراق خلفه.,"The first appearance of the new US President Joe Biden after taking office, and he puts the map of Iraq behind him.",misinformation,True,False,False
صورة سيف رسول الله محمد صلى الله عليه وسلم.,"A picture of the sword of the Messenger of God, Muhammad, may God bless him and grant him peace.",misinformation,False,True,False
صورة متداولة على أنها لعمامة النبي محمد عليه السلام.,"An image circulating as a turban of the Prophet Muhammad, peace be upon him.",misinformation,False,True,False
الولايات المتّحدة الأميركية توافق على بيع الكويت أربع طائرات أباتشي بمبلغ أربعة مليار دولار.,The United States of America agrees to sell Kuwait four Apache helicopters for $4 billion.,misinformation,False,False,True
مسلسل عائلة سمبسون يتوقع انفجار بيروت.,The Simpsons series expects Beirut explosion.,misinformation,False,False,True
Former President Barack Obama was recently arrested on charges of espionage.,Former President Barack Obama was recently arrested on charges of espionage.,misinformation,True,False,False
